WorkID,WorkTitle,Year,Country,Genre,TechRef,TechUsed,Topic,Sentiment,Situation,SituationID,Characters,CharactersID
1902,"Common Daemoniator",2020,Germany,"Art, Online art",,"Image generation, Machine learning",AI,"Alien, Creepy, Exciting, Wondrous","Common Daemoniator (generating faces)",2248,,
2975,"The Salvage Crew",2020,"Sri Lanka","Narrative, Novel","AI, Drones, Non-Visible Spectrum, Object recognition, Satellite images, UGV",,"AI, Conflict, Labour, Robots/androids","Empowering, Helpful, Misleading","The Salvage Crew (Amber Rose's cameras and drones), The Salvage Crew (Overfitted image recognition), The Salvage Crew (Spying on human crew), The Salvage Crew (Alien disrupts SHN's image recognition), The Salvage Crew (Seeing world as data)","3023, 3024, 3026, 3028, 3029","Amber Rose 348, Beacon, Anna Agarwal, SHN","3021, 3022, 3025, 3027"
2144,"Yat Madit",2020,Uganda,"Narrative, Short story","AI, Cameraphone, Emotion recognition, Surveillance cameras",,"AI, Conflict, Family, Surveillance","Helpful, Intrusive","Yat Madit (Adak interpretes Amaros's expression)",2140,Amaro,2141
3125,"Attack Surface",2020,"United States","Narrative, Novel","Drones, Machine learning, Surveillance cameras, UGV, Webcams",,"Autonomous vehicles, Dystopian, Hacking, Inequality, Surveillance","Dangerous, Intrusive, Oppressive","Attack Surface (Drone brings wedding gift), Attack Surface (Dazzle makeup), Attack Surface (Assumption of constant surveillance), Attack Surface (Drones surveilling protest)","3126, 3127, 3128, 3138","Masha Maximow",3124
2238,"Behind our Irises",2020,Botswana,"Narrative, Short story","Emotion recognition, Ocular implant, Surveillance cameras",,"Free will, Labour, Race, Surveillance","Dangerous, Helpful, Intimate, Intrusive, Oppressive, Overwhelming","Behind our irises (Keaboka deactivates nanobots), Behind our irises (Company upgrade 1)","2223, 2230","Narrator (Behind our irises) , Keaboka","2212, 2218"
2449,"Too Much",2020,"United States, Kazakhstan","Narrative, Music video","Augmented reality, Holograms, Virtual reality",,"Companionship, Conflict, Robots/androids","Alien, Flawed, Helpful, Protective","Too Much (Usher using VR to save a woman)",2453,"""Usher"", ""Marshmello"", Hologram lady (Too much)","2450, 2451, 2452"
3227,"A Disappeared Movement",2020,China,"Art, Performance art","Motion tracking, Surveillance cameras","Surveillance cameras","City, Hacking, Surveillance","Intrusive, Oppressive","A Disappeared Movement (Participants avoid surveillance cameras)",3228,,
1817,"Raised by Wolves",2020,"United States","Narrative, TV series or episode","AI, Augmented reality, Biometrics, Deepfake, Holograms, Non-Visible Spectrum, Ocular implant, Satellite images, Virtual reality",,"AI, Conflict, Dystopian, Family, Horror, Identity, Physical violence, Robots/androids, War","Alien, Dangerous, Empowering, Hostile, Overwhelming, Protective","Raised by Wolves (Mother impersonates and weaponises), Raised by Wolves (VR as catalyst to remember), Raised by Wolves (Insert eyeball to find anomaly inside body), Raised by Wolves (Confrontation seen through helmet camera), Raised by Wolves (Holo-navigation in spacecraft)","1824, 2552, 2556, 2559, 2561","Mother, Campion Sturges, Children (Raised by Wolves), Enemies (Raised by Wolves), Tempest, Otho, Father","1778, 2550, 2514, 2515, 2557, 2558, 2560"
2587,Superintelligence,2020,"United States","Narrative, Movie","AI, Cameraphone, Motion tracking, Satellite images, Surveillance cameras, Webcams",,"AI, Conflict, Playful, Romantic relationship","Alien, Dangerous, Exciting, Fun, Helpful, Overwhelming, Prosocial","Superintelligence (AI observes Carol)",2590,"Superintelligence, Carol","2589, 2588"
2576,"The Midnight Sky",2020,"United States","Narrative, Movie","Biometrics, Camera, Holograms, Satellite images",,"Companionship, Dystopian","Intimate, Prosocial","The Midnight Sky (Mitchell plays holo-game), The Midnight Sky (Crew makes plan), The Midnight Sky (Mitchell relives breakfast with family)","2573, 2574, 2575",Mitchell,2572
2985,"Before Your Eyes",2021,"United States",Game,,"Motion tracking, Webcams","Family, Grief, Identity","Alien, Intimate","Before Your Eyes (Blinking through memories)",3035,,
3091,"Gruppebilde Bergen 2020",2021,Norway,"Art, Photograph/print/painting",,"Camera, Machine learning","AI, City, Identity","Intimate, Prosocial","Gruppebilde Bergen 2020 (assembling a dataset to generate portraits)",3092,,
3198,INTERHUMAN,2021,"Canada, Argentina, Mexico","Art, Video art",,"Camera, Image generation, Machine learning","AI, Identity","Exciting, Intimate, Prosocial","INTERHUMAN (latent walks)",3199,,
2812,Invincible,2021,"United States","Narrative, TV series or episode","Biometrics, MicroscopeOrTelescope, Non-Visible Spectrum, Object recognition, Surveillance cameras",,"Companionship, Conflict, Crime","Empowering, Intrusive","Invincible (Robot's vision finds weakness), Invincible (Robot's multiple screen interface), Invincible (Spying on superhero family)","2822, 2823, 2824","Mark Grayson, Robot (Invincible), Global Defense Agency, The (new) Guardians of the Globe","2814, 2813, 2826, 2827"
2722,"Outside the Wire",2021,"United States","Narrative, Movie","Drones, Facial recognition, Non-Visible Spectrum, Satellite images",,"AI, Free will, Robots/androids, War","Dangerous, Empowering, Helpful","Outside the Wire (Drone strike friendly fire), Outside the Wire (Locating and tracking android soldier)","2726, 2727","Lt. Thomas Harp, Captain Leo, Corporal Mandy Bale","2724, 2725, 2728"
3220,"Squid Game",2021,"South Korea","Narrative, TV series or episode","Motion tracking, Surveillance cameras",,"Companionship, Competition, Inequality, Physical violence, Surveillance","Hostile, Oppressive","Squid Game (Robot uses motion detection to kill contestants)",3221,"Gi-hun Seong, Robot doll (Squid Game)","3223, 3224"
3216,"Klara and the Sun",2021,"United Kingdom","Narrative, Novel","AI, Object recognition",,"AI, Family, Robots/androids","Misleading, Overwhelming","Klara and the Sun (Klara sees the world as partitioned)",3215,"Klara, The Mother (Klara and the Sun)","3213, 3214"
3119,Machinehood,2021,"United States, India","Narrative, Novel","AI, Drones, Ocular implant",,"AI, Automation, Family, Labour, Physical violence","Empowering, Intimate, Prosocial","Machinehood (microdrones), Machinehood (Lenses/optical implants), Machinehood (Classifying people)","3120, 3121, 3122","Welga (Olga Ramírez), Nithya Balachandran","3118, 3123"
3033,"The Mitchells vs. The Machines",2021,"United States","Narrative, Movie","AI, Object recognition, Surveillance cameras",,"AI, Family, Robots/androids, Social Media","Dangerous, Flawed, Hostile, Oppressive","The Mitchells vs. The Machines (Dog breaks image recognition)",3034,"Katie, Katie's dog","3032, 3045"
3137,"Black Widow",2021,"United States","Narrative, Movie","Augmented reality, Object recognition",,"Conflict, Family, Free will, Physical violence","Dangerous, Hostile","Black Widow (Taskmaster's HUD display)",3134,"Natasha Romanoff (The Black Widow), Taskmaster","3136, 3135"
